"Organ","Effect Size (95% CI)","FDR"
"Adipose","0.97 (0.89-1.06)",0.596503654353636
"Brain","1.00 (0.90-1.10)",0.96045868302823
"Cardiovascular","1.11 (1.00-1.23)",0.104872440120565
"Endocrine","1.15 (1.04-1.26)",0.0301637507740305
"Gastrointestinal","1.33 (1.20-1.48)",1.18355258932337e-06
"Immune","1.14 (1.04-1.26)",0.0301637507740305
"Kidney_urinary","1.25 (1.13-1.38)",0.000128101056095783
"Liver","1.13 (1.03-1.25)",0.0424788432127641
"Lung","1.16 (1.05-1.29)",0.0294847249969903
"Muscle","1.01 (0.92-1.10)",0.96045868302823
"Nerve","1.03 (0.94-1.13)",0.596503654353636
"Pancreas","1.04 (0.95-1.14)",0.501141352245919
"Prostate","0.83 (0.76-0.91)",0.000478979259045751
"Skin","0.96 (0.88-1.06)",0.540936366260617
