"Organ","Effect Size (95% CI)","FDR"
"Adipose","-0.01 (-0.05-0.04)",0.795015905986573
"Brain","-0.04 (-0.08--0.00)",0.0435174505486806
"Cardiovascular","-0.06 (-0.10--0.02)",0.0048606882467964
"Endocrine","-0.04 (-0.08-0.01)",0.113866349313864
"Gastrointestinal","-0.02 (-0.06-0.03)",0.517220576930083
"Immune","-0.04 (-0.08--0.00)",0.0703056161105727
"Kidney_urinary","-0.04 (-0.09-0.00)",0.0882032762996219
"Liver","-0.06 (-0.10--0.02)",0.00796000220374773
"Lung","-0.01 (-0.05-0.03)",0.735933143941291
"Muscle","-0.02 (-0.06-0.02)",0.303395588885421
"Nerve","-0.04 (-0.08-0.00)",0.107899694407672
"Pancreas","-0.02 (-0.06-0.02)",0.454603305692313
"Prostate","0.03 (-0.01-0.07)",0.226579423872029
"Skin","-0.05 (-0.09--0.00)",0.0471388147613112
