"Organ","Effect Size (95% CI)","FDR"
"Adipose","-0.00 (-0.04-0.03)",0.96998617525333
"Brain","-0.03 (-0.06--0.01)",0.0248710424147865
"Cardiovascular","0.00 (-0.03-0.03)",0.96575436127647
"Endocrine","-0.01 (-0.04-0.03)",0.757561621143499
"Gastrointestinal","-0.01 (-0.04-0.02)",0.466541504663885
"Immune","0.01 (-0.03-0.04)",0.719692202639792
"Kidney_urinary","0.01 (-0.02-0.05)",0.480803827902719
"Liver","-0.01 (-0.05-0.03)",0.684820936655846
"Lung","-0.01 (-0.05-0.03)",0.861682034807813
"Muscle","0.04 (-0.00-0.07)",0.0837274645517124
"Nerve","-0.03 (-0.06-0.00)",0.131231126464362
"Ovary","0.00 (-0.02-0.03)",0.918139620280695
"Pancreas","-0.00 (-0.03-0.03)",0.988760168443473
"Skin","-0.02 (-0.05-0.01)",0.223848821946755
