"Organ","Effect (95% CI)","FDR"
"Adipose","1.13 (0.99-1.28)",0.557253481652723
"Brain","0.91 (0.81-1.03)",0.557253481652723
"Cardiovascular","1.00 (0.87-1.15)",0.995173955728419
"Endocrine","1.00 (0.86-1.16)",0.995173955728419
"Gastrointestinal","1.05 (0.92-1.18)",0.760674198523648
"Immune","1.07 (0.96-1.21)",0.696360804893111
"Kidney And Bladder","1.04 (0.91-1.20)",0.760674198523648
"Liver","1.11 (0.97-1.27)",0.557253481652723
"Lung","1.07 (0.94-1.22)",0.760674198523648
"Muscle","1.04 (0.92-1.17)",0.760674198523648
"Nerve","1.02 (0.89-1.17)",0.949781371693941
"Ovary","0.96 (0.83-1.10)",0.760674198523648
"Pancreas","0.95 (0.84-1.07)",0.760674198523648
"Prostate","1.03 (0.77-1.37)",0.981573529783465
"Skin","1.13 (0.99-1.29)",0.557253481652723
