"Organ","Effect (95% CI)","FDR"
"Adipose","1.29 (0.78-2.14)",0.971227396812046
"Brain","1.10 (0.75-1.60)",0.971227396812046
"Cardiovascular","1.05 (0.69-1.60)",0.971227396812046
"Endocrine","1.39 (0.80-2.40)",0.971227396812046
"Gastrointestinal","0.87 (0.59-1.29)",0.971227396812046
"Immune","0.86 (0.58-1.28)",0.971227396812046
"Kidney And Bladder","1.18 (0.77-1.80)",0.971227396812046
"Liver","1.37 (0.83-2.26)",0.971227396812046
"Lung","1.07 (0.68-1.70)",0.971227396812046
"Muscle","0.99 (0.71-1.39)",0.971227396812046
"Nerve","1.10 (0.67-1.78)",0.971227396812046
"Ovary","0.70 (0.37-1.32)",0.971227396812046
"Pancreas","1.02 (0.70-1.47)",0.971227396812046
"Prostate","1.10 (0.39-3.15)",0.971227396812046
"Skin","1.08 (0.70-1.66)",0.971227396812046
