"Organ","HR (95% CI)","FDR"
"Adipose","0.89 (0.75-1.06)",0.962618936398741
"Brain","1.05 (0.88-1.25)",0.962618936398741
"Cardiovascular","0.92 (0.75-1.12)",0.962618936398741
"Endocrine","1.00 (0.81-1.22)",0.962618936398741
"Gastrointestinal","1.03 (0.86-1.23)",0.962618936398741
"Immune","0.96 (0.81-1.14)",0.962618936398741
"Kidney and Bladder","0.96 (0.79-1.18)",0.962618936398741
"Liver","0.84 (0.70-1.01)",0.962618936398741
"Lung","0.90 (0.75-1.08)",0.962618936398741
"Muscle","0.91 (0.77-1.07)",0.962618936398741
"Nerve","0.96 (0.80-1.15)",0.962618936398741
"Ovary","0.89 (0.64-1.24)",0.962618936398741
"Pancreas","0.99 (0.82-1.18)",0.962618936398741
"Prostate","0.99 (0.77-1.27)",0.962618936398741
"Skin","0.98 (0.82-1.16)",0.962618936398741
