"Organ","HR (95% CI)","FDR"
"Adipose","3.0e+00 (6.1e-01-1.5e+01)",0.191873776378269
"Brain","7.5e+00 (1.7e+00-3.2e+01)",0.0129417688846389
"Cardiovascular","1.0e+01 (2.1e+00-4.9e+01)",0.00849846963535428
"Endocrine","7.2e+00 (2.0e+00-2.6e+01)",0.00585019168244457
"Gastrointestinal","1.5e+01 (3.7e+00-6.0e+01)",0.000680258952414904
"Immune","1.3e+01 (4.2e+00-4.1e+01)",0.000155154981084627
"Kidney and Bladder","1.6e+01 (3.2e+00-8.3e+01)",0.00287501571834736
"Liver","4.6e+01 (4.4e+00-5.0e+02)",0.0044084135263578
"Lung","6.0e+00 (1.4e+00-2.5e+01)",0.0208253803874412
"Muscle","2.29 (0.69-7.60)",0.191873776378269
"Nerve","5.9e+00 (2.4e+00-1.5e+01)",0.000680258952414904
"Ovary","3.4e+01 (2.5e+00-4.7e+02)",0.0134410560723452
"Pancreas","2.21 (0.69-7.03)",0.191873776378269
"Prostate","1.00 (0.11-9.37)",1
"Skin","4.6e+00 (1.5e+00-1.5e+01)",0.0142640453563878
