"Organ","HR (95% CI)","FDR"
"Adipose","0.97 (0.72-1.31)",0.918039021265822
"Brain","1.16 (0.86-1.57)",0.705884610876238
"Cardiovascular","0.88 (0.64-1.23)",0.866136976442049
"Endocrine","1.19 (0.87-1.63)",0.705884610876238
"Gastrointestinal","1.32 (0.97-1.80)",0.705884610876238
"Immune","1.05 (0.80-1.38)",0.918039021265822
"Kidney and Bladder","1.11 (0.80-1.54)",0.872054487619512
"Liver","1.17 (0.85-1.62)",0.705884610876238
"Lung","0.98 (0.74-1.32)",0.918039021265822
"Muscle","1.02 (0.79-1.32)",0.918039021265822
"Nerve","1.09 (0.80-1.50)",0.881806587763349
"Ovary","1.36 (0.89-2.07)",0.705884610876238
"Pancreas","0.82 (0.63-1.06)",0.705884610876238
"Prostate","0.72 (0.42-1.22)",0.705884610876238
"Skin","0.96 (0.72-1.28)",0.918039021265822
