"Organ","HR (95% CI)","FDR"
"Adipose","0.93 (0.72-1.21)",0.907825601059971
"Brain","1.16 (0.88-1.53)",0.86071737094073
"Cardiovascular","0.96 (0.70-1.33)",0.907825601059971
"Endocrine","0.93 (0.65-1.32)",0.907825601059971
"Gastrointestinal","0.99 (0.76-1.29)",0.943046227343587
"Immune","0.87 (0.66-1.16)",0.86071737094073
"Kidney and Bladder","1.12 (0.79-1.57)",0.907825601059971
"Liver","0.73 (0.55-0.97)",0.430513033806328
"Lung","0.85 (0.65-1.13)",0.86071737094073
"Muscle","0.85 (0.66-1.10)",0.86071737094073
"Nerve","0.97 (0.74-1.29)",0.907825601059971
"Ovary","0.78 (0.44-1.39)",0.86071737094073
"Pancreas","1.18 (0.88-1.58)",0.86071737094073
"Prostate","1.06 (0.71-1.57)",0.907825601059971
"Skin","1.03 (0.79-1.34)",0.907825601059971
