"Organ","HR (95% CI)","FDR"
"Adipose","0.80 (0.46-1.40)",0.894498627252573
"Brain","1.38 (0.86-2.23)",0.820871805630698
"Cardiovascular","1.84 (0.95-3.55)",0.820871805630698
"Endocrine","0.96 (0.54-1.73)",0.894498627252573
"Gastrointestinal","1.38 (0.82-2.32)",0.820871805630698
"Immune","1.07 (0.69-1.66)",0.894498627252573
"Kidney and Bladder","1.21 (0.63-2.30)",0.894498627252573
"Liver","1.24 (0.75-2.06)",0.894498627252573
"Lung","0.94 (0.54-1.64)",0.894498627252573
"Muscle","1.12 (0.73-1.70)",0.894498627252573
"Nerve","0.84 (0.49-1.46)",0.894498627252573
"Ovary","0.23 (0.04-1.47)",0.820871805630698
"Pancreas","0.95 (0.60-1.52)",0.894498627252573
"Prostate","0.92 (0.46-1.86)",0.894498627252573
"Skin","0.84 (0.52-1.34)",0.894498627252573
