"Organ","HR (95% CI)","FDR"
"Adipose","1.22 (0.98-1.52)",0.106308602202247
"Brain","1.24 (1.01-1.53)",0.0828579337643566
"Cardiovascular","1.28 (1.02-1.59)",0.0724230373492906
"Endocrine","1.29 (1.03-1.62)",0.0724230373492906
"Gastrointestinal","1.29 (1.05-1.58)",0.0724230373492906
"Immune","1.24 (1.02-1.51)",0.0724230373492906
"Kidney and Bladder","1.33 (1.07-1.67)",0.0724230373492906
"Liver","1.42 (1.15-1.75)",0.0145923429149885
"Lung","1.28 (1.04-1.57)",0.0724230373492906
"Muscle","1.05 (0.88-1.25)",0.683141120290121
"Nerve","1.21 (0.99-1.49)",0.106308602202247
"Ovary","1.01 (0.76-1.32)",0.967983403728137
"Pancreas","0.98 (0.82-1.17)",0.859678712383073
"Prostate","1.10 (0.81-1.50)",0.678985622104308
"Skin","0.93 (0.77-1.13)",0.619781889127029
