"Organ","HR (95% CI)","FDR"
"Adipose","0.53 (0.12-2.35)",0.670314172080867
"Brain","1.45 (0.41-5.15)",0.758729552653035
"Cardiovascular","0.02 (0.00-1.56)",0.502189925396389
"Endocrine","0.59 (0.18-1.94)",0.670314172080867
"Gastrointestinal","1.47 (0.35-6.16)",0.758729552653035
"Immune","1.96 (0.53-7.25)",0.670314172080867
"Kidney and Bladder","0.91 (0.26-3.17)",0.944856811023716
"Liver","0.44 (0.14-1.33)",0.502189925396389
"Lung","1.48 (0.56-3.93)",0.670314172080867
"Muscle","0.48 (0.16-1.40)",0.502189925396389
"Nerve","0.82 (0.33-2.04)",0.7787440999815
"Ovary","2.08 (0.71-6.06)",0.502189925396389
"Pancreas","2.67 (0.75-9.46)",0.502189925396389
"Skin","1.02 (0.42-2.48)",0.969900048591951
