"Organ","Effect Size (95% CI)","FDR"
"Adipose","-0.01 (-0.05-0.03)",0.640665620115378
"Brain","0.09 (0.05-0.13)",3.86428903909469e-05
"Cardiovascular","0.03 (-0.01-0.07)",0.151799514286683
"Endocrine","-0.01 (-0.05-0.03)",0.745658313700714
"Gastrointestinal","0.01 (-0.03-0.05)",0.690608963614793
"Immune","0.13 (0.09-0.16)",9.00554622313314e-10
"Kidney_urinary","0.09 (0.05-0.13)",1.773511878697e-05
"Liver","0.11 (0.06-0.15)",4.22004085432867e-06
"Lung","-0.04 (-0.07-0.00)",0.0853190202259947
"Muscle","0.12 (0.08-0.16)",1.11673144781491e-09
"Nerve","0.01 (-0.03-0.05)",0.74731050071911
"Ovary","-0.02 (-0.06-0.02)",0.429853702505827
"Pancreas","-0.02 (-0.05-0.02)",0.471562129277797
"Skin","0.10 (0.06-0.14)",1.33923677631365e-06
