"Organ","Effect (95% CI)","FDR"
"Adipose","1.18 (1.05-1.32)",0.0128620600581931
"Brain","1.19 (1.04-1.36)",0.0187746359072602
"Cardiovascular","1.33 (1.16-1.52)",0.000326866195235906
"Endocrine","1.23 (1.03-1.48)",0.0311144480475031
"Gastrointestinal","1.23 (1.09-1.39)",0.00207299888712364
"Immune","1.26 (1.11-1.43)",0.00124494193026948
"Kidney And Bladder","1.24 (1.07-1.43)",0.00931497653298724
"Liver","1.35 (1.19-1.54)",7.15667804439747e-05
"Lung","1.19 (1.05-1.35)",0.0128620600581931
"Muscle","1.12 (0.99-1.26)",0.0841671769376992
"Nerve","1.27 (1.12-1.44)",0.00108924666557171
"Ovary","1.14 (0.99-1.31)",0.0841671769376992
"Pancreas","1.09 (0.96-1.23)",0.179084823877047
"Prostate","1.38 (1.05-1.83)",0.0311144480475031
"Skin","1.17 (1.02-1.34)",0.0311144480475031
