"Organ","Effect (95% CI)","FDR"
"Adipose","1.01 (0.81-1.26)",0.942478031324461
"Brain","1.12 (0.89-1.40)",0.834164655097253
"Cardiovascular","1.18 (0.90-1.55)",0.834164655097253
"Endocrine","1.12 (0.89-1.41)",0.834164655097253
"Gastrointestinal","1.11 (0.90-1.38)",0.834164655097253
"Immune","1.01 (0.82-1.23)",0.942478031324461
"Kidney And Bladder","1.21 (0.97-1.52)",0.834164655097253
"Liver","1.09 (0.87-1.36)",0.868993070507043
"Lung","1.05 (0.84-1.30)",0.938461939522258
"Muscle","0.92 (0.75-1.12)",0.834164655097253
"Nerve","1.06 (0.85-1.33)",0.938461939522258
"Ovary","1.01 (0.78-1.30)",0.942478031324461
"Pancreas","0.95 (0.76-1.20)",0.938461939522258
"Prostate","1.25 (0.85-1.84)",0.834164655097253
"Skin","0.97 (0.77-1.23)",0.942478031324461
