"Organ","Effect (95% CI)","FDR"
"Adipose","1.13 (0.89-1.43)",0.690091595427198
"Brain","1.07 (0.85-1.35)",0.980130946660797
"Cardiovascular","1.02 (0.80-1.29)",0.980130946660797
"Endocrine","1.18 (0.93-1.49)",0.429729497442066
"Gastrointestinal","0.82 (0.65-1.04)",0.341033964299003
"Immune","0.96 (0.77-1.20)",0.980130946660797
"Kidney And Bladder","1.21 (0.97-1.52)",0.341033964299003
"Liver","1.21 (0.96-1.53)",0.341033964299003
"Lung","1.22 (0.96-1.54)",0.341033964299003
"Muscle","1.03 (0.83-1.28)",0.980130946660797
"Nerve","1.01 (0.80-1.28)",0.980130946660797
"Ovary","1.04 (0.75-1.42)",0.980130946660797
"Pancreas","1.18 (0.96-1.46)",0.341033964299003
"Prostate","1.01 (0.66-1.54)",0.980130946660797
"Skin","1.00 (0.80-1.26)",0.980130946660797
