"Organ","Effect Size (95% CI)","FDR"
"Adipose","0.03 (-0.02-0.08)",0.350081445803005
"Brain","0.11 (0.07-0.16)",1.07403377232214e-05
"Cardiovascular","0.10 (0.05-0.15)",0.000217876826443348
"Endocrine","0.06 (0.01-0.10)",0.0259122555093413
"Gastrointestinal","0.09 (0.05-0.14)",0.000109962151010066
"Immune","0.12 (0.08-0.17)",1.09422052581946e-06
"Kidney_urinary","0.11 (0.06-0.16)",2.3577908421349e-05
"Liver","0.07 (0.03-0.12)",0.00611572164258426
"Lung","0.04 (-0.01-0.08)",0.203285105167421
"Muscle","0.04 (0.00-0.09)",0.0716086162706837
"Nerve","0.08 (0.03-0.12)",0.0027267579651397
"Ovary","0.06 (0.01-0.11)",0.02656433133205
"Pancreas","0.03 (-0.02-0.07)",0.324499455830409
"Skin","0.04 (-0.00-0.09)",0.125428516516376
