"Organ","Effect Size (95% CI)","FDR"
"Adipose","-0.06 (-0.11--0.02)",0.0118514669038569
"Brain","-0.05 (-0.10--0.01)",0.042805556252181
"Cardiovascular","-0.06 (-0.11--0.02)",0.0176717642489657
"Endocrine","-0.10 (-0.15--0.06)",5.94795645858944e-05
"Gastrointestinal","-0.11 (-0.16--0.07)",3.4703792847409e-06
"Immune","-0.05 (-0.09-0.00)",0.0955711577176988
"Kidney_urinary","-0.12 (-0.17--0.07)",7.64783869661514e-06
"Liver","-0.08 (-0.13--0.04)",0.000735161392429141
"Lung","0.00 (-0.04-0.04)",0.971277207877152
"Muscle","0.01 (-0.03-0.05)",0.759172855306169
"Nerve","-0.07 (-0.11--0.02)",0.0092426188793856
"Ovary","-0.02 (-0.07-0.02)",0.3901504841269
"Pancreas","-0.05 (-0.09-0.00)",0.0856220382821789
"Skin","-0.03 (-0.07-0.01)",0.275985408797402
