"Organ","Effect Size (95% CI)","FDR"
"Adipose","0.02 (-0.04-0.09)",0.538947492968386
"Brain","-0.01 (-0.07-0.06)",0.87835664018653
"Cardiovascular","-0.03 (-0.10-0.03)",0.39301388483338
"Endocrine","-0.01 (-0.07-0.06)",0.887613766149403
"Gastrointestinal","-0.02 (-0.08-0.05)",0.631606996513537
"Immune","-0.06 (-0.12-0.01)",0.128761342965204
"Kidney_urinary","-0.03 (-0.09-0.04)",0.493351839435121
"Liver","-0.01 (-0.07-0.06)",0.833401460521463
"Lung","-0.02 (-0.09-0.04)",0.595015234070762
"Muscle","-0.03 (-0.09-0.04)",0.534315822521763
"Nerve","-0.01 (-0.07-0.06)",0.867064685865399
"Ovary","-0.05 (-0.14-0.04)",0.386973642398424
"Pancreas","-0.02 (-0.09-0.04)",0.595015234070762
"Prostate","0.03 (-0.06-0.12)",0.595103959174531
"Skin","-0.02 (-0.09-0.04)",0.541107411022347
