"Organ","HR (95% CI)","FDR"
"Adipose","1.02 (0.87-1.20)",0.892212048268567
"Brain","0.93 (0.77-1.13)",0.892212048268567
"Cardiovascular","1.02 (0.84-1.23)",0.892212048268567
"Endocrine","0.95 (0.74-1.21)",0.892212048268567
"Gastrointestinal","1.09 (0.90-1.31)",0.892212048268567
"Immune","0.90 (0.76-1.07)",0.892212048268567
"Kidney and Bladder","0.99 (0.80-1.22)",0.892212048268567
"Liver","0.98 (0.82-1.19)",0.892212048268567
"Lung","1.03 (0.86-1.23)",0.892212048268567
"Muscle","0.90 (0.76-1.07)",0.892212048268567
"Nerve","0.94 (0.80-1.11)",0.892212048268567
"Pancreas","0.93 (0.77-1.12)",0.892212048268567
"Prostate","1.04 (0.88-1.22)",0.892212048268567
"Skin","0.98 (0.83-1.15)",0.892212048268567
