"Organ","Effect Size (95% CI)","FDR"
"Adipose","0.01 (-0.03-0.05)",0.585178331079565
"Brain","0.00 (-0.04-0.04)",0.996726496730717
"Cardiovascular","-0.04 (-0.08--0.00)",0.0603278530130907
"Endocrine","-0.02 (-0.06-0.02)",0.376256731892115
"Gastrointestinal","-0.01 (-0.05-0.03)",0.757593691335701
"Immune","-0.02 (-0.07-0.02)",0.278530757131169
"Kidney_urinary","-0.03 (-0.07-0.01)",0.144948266769246
"Liver","-0.02 (-0.06-0.02)",0.42356634518519
"Lung","-0.02 (-0.06-0.02)",0.394212775371567
"Muscle","-0.01 (-0.05-0.04)",0.840756259695892
"Nerve","-0.01 (-0.05-0.03)",0.585178331079565
"Ovary","-0.02 (-0.08-0.04)",0.577172641643374
"Pancreas","-0.03 (-0.07-0.02)",0.26885608040368
"Prostate","0.01 (-0.05-0.08)",0.7198169500358
"Skin","-0.01 (-0.05-0.04)",0.840756259695892
