"Organ","Effect (95% CI)","FDR"
"Adipose","0.99 (0.78-1.26)",0.97839885156324
"Brain","1.00 (0.84-1.19)",0.97839885156324
"Cardiovascular","1.16 (0.94-1.43)",0.815028029095846
"Endocrine","1.07 (0.94-1.23)",0.815028029095846
"Gastrointestinal","1.05 (0.84-1.31)",0.91143009242032
"Immune","1.11 (0.94-1.30)",0.815028029095846
"Kidney And Bladder","1.08 (0.93-1.26)",0.815028029095846
"Liver","1.01 (0.84-1.22)",0.97839885156324
"Lung","1.05 (0.89-1.23)",0.91143009242032
"Muscle","0.92 (0.80-1.06)",0.815028029095846
"Nerve","0.98 (0.79-1.21)",0.97839885156324
"Ovary","1.03 (0.94-1.14)",0.91143009242032
"Pancreas","0.97 (0.86-1.10)",0.91143009242032
"Prostate","0.91 (0.62-1.32)",0.91143009242032
"Skin","0.88 (0.71-1.09)",0.815028029095846
