"Organ","Effect Size (95% CI)","FDR"
"Adipose","-0.02 (-0.06-0.02)",0.309129834178602
"Brain","-0.09 (-0.12--0.05)",5.30483811139681e-06
"Cardiovascular","-0.07 (-0.11--0.03)",0.000288966554558666
"Endocrine","-0.04 (-0.07--0.00)",0.0495671186299652
"Gastrointestinal","-0.08 (-0.11--0.04)",4.18109732078087e-05
"Immune","-0.05 (-0.08--0.01)",0.0143875803769151
"Kidney_urinary","-0.07 (-0.10--0.03)",0.00035408038350938
"Liver","-0.07 (-0.10--0.03)",0.000537518135375106
"Lung","-0.03 (-0.07-0.01)",0.125735969266633
"Muscle","-0.01 (-0.04-0.03)",0.783502097663864
"Nerve","-0.07 (-0.11--0.03)",0.000248731838094697
"Ovary","-0.03 (-0.08-0.02)",0.309129834178602
"Pancreas","-0.04 (-0.08--0.01)",0.0346474612734192
"Prostate","-0.03 (-0.08-0.03)",0.418610145383787
"Skin","-0.04 (-0.08--0.01)",0.0260754132001564
