"Organ","Effect Size (95% CI)","FDR"
"Adipose","-0.01 (-0.08-0.05)",0.694207012167582
"Brain","0.00 (-0.06-0.07)",0.895397701747234
"Cardiovascular","-0.02 (-0.09-0.04)",0.499660593857483
"Endocrine","0.01 (-0.05-0.07)",0.735519384405869
"Gastrointestinal","0.06 (-0.00-0.12)",0.107321930457669
"Immune","0.11 (0.05-0.17)",0.00154885411114064
"Kidney_urinary","0.04 (-0.02-0.10)",0.314526306570523
"Liver","0.01 (-0.05-0.07)",0.735519384405869
"Lung","-0.00 (-0.06-0.06)",0.986521424366437
"Muscle","0.05 (-0.01-0.11)",0.135570164125432
"Nerve","0.01 (-0.05-0.07)",0.853412153139712
"Ovary","-0.03 (-0.11-0.04)",0.495013032159279
"Pancreas","0.05 (-0.01-0.11)",0.171069768109885
"Prostate","-0.13 (-0.23--0.03)",0.0228097206137751
"Skin","-0.02 (-0.08-0.05)",0.686075601026047
