"Organ","Effect Size (95% CI)","FDR"
"Adipose","0.01 (-0.04-0.05)",0.794900653791603
"Brain","-0.01 (-0.05-0.03)",0.764178078338545
"Cardiovascular","-0.05 (-0.09--0.01)",0.0309886671022949
"Endocrine","-0.02 (-0.06-0.02)",0.333035689926132
"Gastrointestinal","-0.01 (-0.05-0.03)",0.682232248856796
"Immune","-0.03 (-0.07-0.01)",0.221252440604143
"Kidney_urinary","-0.04 (-0.08-0.00)",0.0922686296063025
"Liver","-0.04 (-0.08-0.00)",0.0674416747172881
"Lung","-0.03 (-0.07-0.01)",0.179191172023444
"Muscle","-0.02 (-0.06-0.02)",0.44420168085493
"Nerve","-0.01 (-0.06-0.03)",0.540964010031425
"Ovary","-0.02 (-0.08-0.04)",0.581793097959266
"Pancreas","-0.03 (-0.07-0.01)",0.189161360727066
"Prostate","0.02 (-0.04-0.08)",0.581793097959266
"Skin","-0.01 (-0.05-0.03)",0.725811743093643
