"Organ","Effect Size (95% CI)","FDR"
"Adipose","0.03 (-0.00-0.06)",0.103763070248276
"Brain","0.11 (0.08-0.14)",1.40618366600987e-10
"Cardiovascular","0.06 (0.02-0.09)",0.000864065985081643
"Endocrine","0.04 (0.01-0.07)",0.00649946433524087
"Gastrointestinal","0.02 (-0.01-0.05)",0.205174139283629
"Immune","0.12 (0.09-0.15)",3.77410474015696e-14
"Kidney_urinary","0.13 (0.10-0.16)",1.34521115496504e-15
"Liver","0.12 (0.08-0.15)",7.0168858197378e-11
"Lung","-0.02 (-0.05-0.01)",0.194360473107858
"Muscle","0.13 (0.09-0.16)",4.12109595408155e-14
"Nerve","0.04 (0.01-0.06)",0.0224159059223906
"Ovary","-0.02 (-0.06-0.02)",0.401887788284565
"Pancreas","0.03 (0.00-0.06)",0.0312272260096226
"Prostate","-0.06 (-0.11--0.02)",0.00840441726223301
"Skin","0.09 (0.06-0.12)",1.54121924415397e-08
