"Organ","Effect Size (95% CI)","FDR"
"Adipose","0.03 (0.00-0.06)",0.0701928430145077
"Brain","0.06 (0.03-0.09)",0.00050239652705168
"Cardiovascular","-0.03 (-0.06-0.01)",0.178247382690678
"Endocrine","0.05 (0.01-0.09)",0.0319191908937964
"Gastrointestinal","0.05 (0.02-0.08)",0.00833272216551788
"Immune","-0.01 (-0.04-0.03)",0.773746459657638
"Kidney_urinary","0.11 (0.07-0.15)",6.64411790481782e-07
"Liver","0.03 (-0.00-0.06)",0.0984557248282263
"Lung","0.03 (-0.00-0.07)",0.0981549904575435
"Muscle","-0.03 (-0.06-0.00)",0.102536633662695
"Nerve","-0.01 (-0.04-0.03)",0.788655570486777
"Ovary","0.00 (-0.04-0.05)",0.923117445254279
"Pancreas","0.01 (-0.02-0.05)",0.538315807877266
"Prostate","-0.11 (-0.16--0.07)",6.93591117471734e-06
"Skin","0.07 (0.04-0.10)",0.000104844091672551
