"Organ","Effect Size (95% CI)","FDR"
"Adipose","0.01 (-0.03-0.04)",0.793168582459119
"Brain","-0.02 (-0.05-0.01)",0.341853313663264
"Cardiovascular","-0.04 (-0.08--0.01)",0.030116796718297
"Endocrine","-0.03 (-0.06-0.01)",0.133585784903
"Gastrointestinal","-0.03 (-0.06-0.00)",0.102757091340978
"Immune","-0.03 (-0.06-0.01)",0.155200205692439
"Kidney_urinary","-0.05 (-0.08--0.02)",0.00420293245293185
"Liver","-0.03 (-0.06-0.01)",0.180498077312119
"Lung","-0.03 (-0.06-0.01)",0.139315133343278
"Muscle","0.00 (-0.03-0.03)",0.996228697254097
"Nerve","-0.02 (-0.05-0.01)",0.252212092991055
"Ovary","-0.02 (-0.06-0.02)",0.332155986715874
"Pancreas","-0.01 (-0.04-0.01)",0.414376441815924
"Prostate","0.04 (-0.01-0.08)",0.129558934253602
"Skin","-0.01 (-0.04-0.02)",0.626163757592633
